Die Schriften des Alten Testaments;EinlAT;0;1;1;Die Bibel [griechisch bíblos = Buch] oder die Heilige Schrift ist eine Sammlung von Büchern, die das Alte und Neue Testament umfasst. Das Alte Testament wird von Juden und Christen als Offenbarungsurkunde betrachtet. Die Bücher des Alten Testaments stammen von Verfassern, durch die Gott zu den Menschen spricht und durch die das Volk Israel seinen Glauben an die Heilstaten und Verheißungen Gottes bekennt. Juden und Christen glauben an die Inspiration (Eingebung) dieser Bücher durch den Geist Gottes. Das Verzeichnis der Bücher, die zur Heiligen Schrift gehören, nennt man Kanon [griechisch kanón = Maßstab], weil sie den Maßstab für den Glauben darstellen. Jesus und seine Jünger übernahmen die Bücher der Heiligen Schrift, wie sie ihr Volk kannte, und beriefen sich in ihrer Botschaft auf sie als auf das Wort Gottes.;
Hebräer;Heb;65;0;1;"In den ältesten Handschriften trägt der Brief die Überschrift »An die Hebräer«, das heißt an Judenchristen. Eine Verfasserangabe fehlt, ebenso die Angabe der Adressaten. Da das Schreiben paulinischen Einfluss aufweist (siehe auch den Hinweis auf Timotheus 13,23), wurde früher vermutet, es stamme, wenn nicht von Paulus selbst, von einem Mitarbeiter des Paulus, etwa von Barnabas oder von Apollos (Apg 13,1 - 15,35; 18,24 - 19,1; 1 Kor 1,12; 3,4). Dies lässt sich jedoch nicht nachweisen. Wegen des ausgezeichneten griechischen Stils, der eingehenden Kenntnis des Alten Testaments und der jüdisch beeinflussten Denk- und Darstellungsweise ist als Verfasser ein griechisch gebildeter Judenchrist anzunehmen, der von paulinischen Gedanken beeinflusst ist.";
Hebräer;Heb;65;0;2;"Der Brief ist am frühesten in Rom durch den 1. Klemensbrief (abgefasst um 97 n. Chr.) bezeugt; die Notiz 13,24 (»Es grüßen euch die Brüder aus Italien«) verweist ebenfalls eher auf Rom als auf Kleinasien als Entstehungsort. Da der Verfasser auf die apostolische Zeit zurückblickt (13,7: »Schaut auf das Ende des Lebens eurer Vorsteher«), zugleich auf eine bevorstehende Verfolgung hinweist Kaiser Domitian (81-96 n. Chr.) ließ die Christen im ganzen Römischen Reich verfolgen -, sind als Zeit der Abfassung etwa die Jahre 85-95 n. Chr. anzunehmen.";
Hebräer;Heb;65;0;3;"Das Schreiben weist folgende Gliederung auf: Gottes abschließende Offenbarung durch den Sohn (1,1 - 4,13); Jesus Christus, der vollkommene und endgültige Hohepriester des Volkes Gottes, der durch seinen Tod volle Sühne bewirkt, den Neuen Bund heraufgeführt und den Zugang zu Gott geöffnet hat (4,14 - 10,18); das wandernde Gottesvolk auf dem Weg zu der von Gott geschenkten Ruhe (11,1 - 12,3); abschließende Ermahnungen an müde gewordene Christen (12,4 - 13,19); Grüße und Segenswünsche (13,20-25).";
Hebräer;Heb;65;0;4;Für seine Darlegungen schöpfte der Verfasser aus dem griechischen Alten Testament (Septuaginta) sowie aus jüdischen und christlichen Überlieferungen. So schuf er ein seelsorgliches »Mahnschreiben« (13,22) an Christen, die in Gefahr sind, vom Glauben abzufallen. Ihnen zeigt er, dass Jesus ebenso wie alle Großen des Volkes Gottes für seine Überzeugung auch zu leiden hatte und dass sich erst im Leiden die Kraft des Glaubens und der Hoffnung bewährt. Wie Jesus Christus kann auch der Christ nur durch Leiden in das Reich Gottes gelangen. Im Mittelpunkt steht die Aussage über Jesus als den allein würdigen Hohenpriester nach der Art des Priesterkönigs Melchisedek (vgl. die Anmerkung zu 7,1-28). Jesus hat durch das Opfer seines Lebens eine umfassende Erlösung bewirkt und tritt vor Gott als Fürsprecher für die Kirche ein. In ihm ist das alttestamentliche Priestertum an sein Ziel und Ende gelangt.;
Hebräer;Heb;65;0;5;Das Schreiben bietet Einblick in den Reichtum christlichen Denkens und Lebens am Ende des ersten christlichen Jahrhunderts. Von besonderem Gewicht ist die Mahnung, Jesus Christus auch in Widrigkeiten unbedingt treu zu bleiben.;
Hebräer;Heb;65;1;1;"Viele Male und auf vielerlei Weise hat Gott einst zu den Vätern gesprochen durch die Propheten;*";
Hebräer;Heb;65;1;1;*;"1-2,18: Das kunstvoll gestaltete Vorwort (1,1-4) und die anschließenden Zitate aus dem Alten Testament legen dar, dass Jesus als der Sohn Gottes die Engel an Bedeutung weit übertrifft; daher ist auch der von ihm gestiftete Bund dem Alten Bund, der nach jüdischer Auffassung durch Engel vermittelt wurde (vgl. Apg 7,53; Gal 3,19: über das Gesetz), weit überlegen."
Hebräer;Heb;65;1;2;"in dieser Endzeit aber hat er zu uns gesprochen durch den Sohn, den er zum Erben des Alls eingesetzt und durch den er auch die Welt erschaffen hat;";
Hebräer;Heb;65;1;3;"er ist der Abglanz seiner Herrlichkeit und das Abbild seines Wesens; er trägt das All durch sein machtvolles Wort, hat die Reinigung von den Sünden bewirkt und [sich] dann [zur Rechten] der Majestät in der Höhe [gesetzt;]*";
Hebräer;Heb;65;1;3;*;"℘ 2 Kor 3,18; Kol 1,15; Joh 1,3; Kol 1,17; Ps 110,1"
Hebräer;Heb;65;1;4;er ist um so viel erhabener geworden als die Engel, wie der Name, den er geerbt hat, ihren Namen überragt.*;
Hebräer;Heb;65;1;4;*;℘ Phil 2,9
Hebräer;Heb;65;1;5;Denn zu welchem Engel hat er jemals gesagt: [Mein Sohn bist du,] /[heute habe ich dich gezeugt,] und weiter: [Ich will für ihn Vater sein,] /[und er wird für mich Sohn sein]?*;
Hebräer;Heb;65;1;5;*;"℘ Ps 2,7; 2 Sam 7,14"
Hebräer;Heb;65;1;6;Wenn er aber den Erstgeborenen wieder in die Welt einführt, sagt er: [Alle Engel Gottes sollen sich vor ihm niederwerfen.]*;
Hebräer;Heb;65;1;6;*;"℘ Dtn 32,43 G; Ps 97,7 G"
Hebräer;Heb;65;1;7;"Und von den Engeln sagt er: [Er macht seine Engel zu Winden] /[und seine Diener zu Feuerflammen;]*";
Hebräer;Heb;65;1;7;*;℘ Ps 104,4 G
Hebräer;Heb;65;1;8;von dem Sohn aber: [Dein Thron, o Gott, steht für immer und ewig,] und: [Das Zepter seiner Herrschaft ist ein gerechtes Zepter.]*;
Hebräer;Heb;65;1;8;*;℘ Ps 45,7f G
Hebräer;Heb;65;1;9;[Du liebst das Recht und hasst das Unrecht,] /[darum, o Gott, hat dein Gott dich gesalbt] /[mit dem Öl der Freude wie keinen deiner Gefährten.];
Hebräer;Heb;65;1;10;Und: [Du, Herr, hast vorzeiten der Erde Grund gelegt,] /[die Himmel sind das Werk deiner Hände.]*;
Hebräer;Heb;65;1;10;*;℘ Ps 102,26-28
Hebräer;Heb;65;1;11;"[Sie werden vergehen, du aber bleibst;] /[sie alle veralten wie ein Gewand;]";
Hebräer;Heb;65;1;12;[du rollst sie zusammen wie einen Mantel] /und wie ein Gewand [werden sie gewechselt. Du aber bleibst, der du bist,] /[und deine Jahre enden nie.];
Hebräer;Heb;65;1;13;Zu welchem Engel hat er jemals gesagt: [Setze dich mir zur Rechten,] /[und ich lege dir deine Feinde als Schemel unter die Füße?]*;
Hebräer;Heb;65;1;13;*;℘ Ps 110,1
Hebräer;Heb;65;1;14;Sind sie nicht alle nur dienende Geister, ausgesandt, um denen zu helfen, die das Heil erben sollen?;
Hebräer;Heb;65;2;1;Darum müssen wir umso aufmerksamer auf das achten, was wir gehört haben, damit wir nicht vom Weg abkommen.;
Hebräer;Heb;65;2;2;Denn wenn schon das durch Engel verkündete Wort rechtskräftig war und jede Übertretung und jeder Ungehorsam die gerechte Vergeltung fand,;
Hebräer;Heb;65;2;3;wie sollen dann wir entrinnen, wenn wir uns um ein so erhabenes Heil nicht kümmern, das zuerst durch den Herrn verkündet und uns von den Ohrenzeugen bestätigt wurde?;
Hebräer;Heb;65;2;4;Auch Gott selbst hat dies bezeugt durch Zeichen und Wunder, durch machtvolle Taten aller Art und Gaben des Heiligen Geistes, nach seinem Willen.*;
Hebräer;Heb;65;2;4;*;℘ 2 Kor 12,12
Hebräer;Heb;65;2;5;Denn nicht Engeln hat er die zukünftige Welt unterworfen, von der wir reden,;
Hebräer;Heb;65;2;6;vielmehr (dem Sohn, darum) heißt es an einer Stelle ausdrücklich: [Was ist der Mensch, dass du an ihn denkst,] /[oder der Menschensohn, dass du dich seiner annimmst?]*;
Hebräer;Heb;65;2;6;*;℘ (6-8) Ps 8,5-7 G
Hebräer;Heb;65;2;7;[Du hast ihn nur für kurze Zeit unter die Engel erniedrigt.] /[Du hast ihn mit Herrlichkeit und Ehre gekrönt,];
Hebräer;Heb;65;2;8;"[alles hast du ihm zu Füßen gelegt.] Denn als er ihm alles zu Füßen legte, hat er nichts von der Unterwerfung ausgenommen. Jetzt sehen wir noch nicht [alles ihm zu Füßen gelegt;]";
Hebräer;Heb;65;2;9;"aber den, der [nur für kurze Zeit unter die Engel erniedrigt] war, Jesus, ihn sehen wir um seines Todesleidens willen [mit Herrlichkeit und Ehre gekrönt;] es war nämlich Gottes gnädiger Wille, dass er für alle den Tod erlitt.";
Hebräer;Heb;65;2;10;Denn es war angemessen, dass Gott, für den und durch den das All ist und der viele Söhne zur Herrlichkeit führen wollte, den Urheber ihres Heils durch Leiden vollendete.*;
Hebräer;Heb;65;2;10;*;℘ Apg 3,15
Hebräer;Heb;65;2;11;"Denn er, der heiligt, und sie, die geheiligt werden, stammen alle von Einem ab; darum scheut er sich nicht, sie [Brüder] zu nennen";
Hebräer;Heb;65;2;12;"und zu sagen: [Ich will deinen Namen meinen Brüdern verkünden,] /[inmitten der Gemeinde dich preisen;]*";
Hebräer;Heb;65;2;12;*;℘ Ps 22,23
Hebräer;Heb;65;2;13;"und ferner: [Ich will auf ihn mein Vertrauen setzen;] und: [Seht, ich und die Kinder, die Gott mir geschenkt hat.]*";
Hebräer;Heb;65;2;13;*;"℘ Jes 8,17; 2 Sam 22,3; Jes 8,18 G"
Hebräer;Heb;65;2;14;Da nun [die Kinder] Menschen von Fleisch und Blut sind, hat auch er in gleicher Weise Fleisch und Blut angenommen, um durch seinen Tod den zu entmachten, der die Gewalt über den Tod hat, nämlich den Teufel,;
Hebräer;Heb;65;2;15;und um die zu befreien, die durch die Furcht vor dem Tod ihr Leben lang der Knechtschaft verfallen waren.;
Hebräer;Heb;65;2;16;Denn er nimmt sich keineswegs der Engel an, sondern [der Nachkommen Abrahams nimmt er sich an.]*;
Hebräer;Heb;65;2;16;*;℘ Jes 41,8f G
Hebräer;Heb;65;2;17;Darum musste er in allem [seinen Brüdern] gleich sein, um ein barmherziger und treuer Hoherpriester vor Gott zu sein und die Sünden des Volkes zu sühnen.*;
Hebräer;Heb;65;2;17;*;℘ Ps 22,23
Hebräer;Heb;65;2;18;Denn da er selbst in Versuchung geführt wurde und gelitten hat, kann er denen helfen, die in Versuchung geführt werden.*;
Hebräer;Heb;65;2;18;*;"℘ 4,15; Mt 4,1-11; Lk 4,1-13"
Hebräer;Heb;65;3;1;Darum, heilige Brüder, die ihr an der himmlischen Berufung teilhabt, schaut auf den Apostel und Hohenpriester, dem unser Bekenntnis gilt: auf Jesus,*;
Hebräer;Heb;65;3;1;*;1-5: Jesus überragt auch den Mittler des Alten Bundes, Mose, kraft seines Wesens. - «Haus» ist Bild für das Volk Gottes.
Hebräer;Heb;65;3;2;der - wie auch [Mose in] Gottes [Haus] - dem [treu] ist, der ihn eingesetzt hat.*;
Hebräer;Heb;65;3;2;*;℘ Num 12,7 G
Hebräer;Heb;65;3;3;Denn er hat größere Herrlichkeit empfangen als Mose, so wie der, der ein Haus baut, größeren Ruhm genießt als das Haus.;
Hebräer;Heb;65;3;4;"Denn jedes Haus wird von jemand erbaut; der aber, der alles erbaut hat, ist Gott.";
Hebräer;Heb;65;3;5;"[Mose] war [in] Gottes [ganzem Haus treu] als [Diener,] zum Zeugnis der künftigen Offenbarungen;*";
Hebräer;Heb;65;3;5;*;℘ Num 12,7 G
Hebräer;Heb;65;3;6;"Christus aber ist [treu] als Sohn, der über das [Haus] Gottes gesetzt ist; [sein Haus] aber sind wir, wenn wir an der Zuversicht und an dem stolzen Bewusstsein festhalten, das unsere Hoffnung uns verleiht.";
Hebräer;Heb;65;3;7;Darum beherzigt, was der Heilige Geist sagt: [Heute, wenn ihr seine Stimme hört,] /**;
Hebräer;Heb;65;3;7;*;℘ (7-11) Ps 95,7-11
Hebräer;Heb;65;3;7;*;7-4,13: Der Abschnitt verdeutlicht den Zweck des Schreibens: Christen, die in Gefahr sind, vom Glauben abzufallen, zur Treue aufzurufen (vgl. 5,11 - 6,8).
Hebräer;Heb;65;3;8;[verhärtet euer Herz nicht wie beim Aufruhr,] /[wie in der Wüste am Tag der Versuchung.];
Hebräer;Heb;65;3;9;[Dort haben eure Väter mich versucht,] /[sie haben mich auf die Probe gestellt] /[und hatten doch meine Taten gesehen,] /;
Hebräer;Heb;65;3;10;[vierzig Jahre lang.] Darum [war mir diese Generation zuwider] /[und ich sagte: Immer geht ihr Herz in die Irre.] /[Sie erkannten meine Wege nicht.];
Hebräer;Heb;65;3;11;[Darum habe ich in meinem Zorn geschworen:] /[Sie sollen nicht in das Land meiner Ruhe kommen.];
Hebräer;Heb;65;3;12;Gebt Acht, Brüder, dass keiner von euch ein böses, ungläubiges Herz hat, dass keiner vom lebendigen Gott abfällt,;
Hebräer;Heb;65;3;13;"sondern ermahnt einander jeden Tag, solange es noch heißt: [Heute,] damit niemand von euch durch den Betrug der Sünde verhärtet wird;";
Hebräer;Heb;65;3;14;denn an Christus haben wir nur Anteil, wenn wir bis zum Ende an der Zuversicht festhalten, die wir am Anfang hatten.;
Hebräer;Heb;65;3;15;Wenn es heißt: [Heute, wenn ihr seine Stimme hört,] /[verhärtet euer Herz nicht wie beim Aufruhr -]*;
Hebräer;Heb;65;3;15;*;℘ Ps 95,7f
Hebräer;Heb;65;3;16;wer waren denn jene, die [hörten] und [sich auflehnten]? Waren es nicht alle, die unter Mose aus Ägypten ausgezogen waren?;
Hebräer;Heb;65;3;17;Wer [war ihm vierzig Jahre lang zuwider]? Nicht etwa die Sünder, deren [Leichen in der Wüste][liegen blieben]?**;
Hebräer;Heb;65;3;17;*;℘ Num 14,29
Hebräer;Heb;65;3;17;*;Wörtlich: deren Leiber . . . hinfielen.
Hebräer;Heb;65;3;18;Wem hat er geschworen, [sie sollen nicht in das Land seiner Ruhe kommen,] wenn nicht den Ungehorsamen?;
Hebräer;Heb;65;3;19;Und wir sehen, dass sie wegen ihres Unglaubens [nicht hineinkommen] konnten.;
Hebräer;Heb;65;4;1;Darum lasst uns ernsthaft besorgt sein, dass keiner von euch zurückbleibt, solange die Verheißung, [in das Land seiner Ruhe zu kommen,] noch gilt.;
Hebräer;Heb;65;4;2;"Denn uns ist die gleiche Freudenbotschaft verkündet worden wie jenen; doch hat ihnen das Wort, das sie hörten, nichts genützt, weil es sich nicht durch den Glauben mit den Hörern verband.*";
Hebräer;Heb;65;4;2;*;die Freudenbotschaft, wörtlich: das Evangelium.
Hebräer;Heb;65;4;3;"Denn wir, die wir gläubig geworden sind, [kommen in das Land der Ruhe,] wie er gesagt hat: [Darum habe ich in meinem Zorn geschworen:] /[Sie sollen nicht in das Land meiner Ruhe kommen.] Zwar waren die Werke seit der Erschaffung der Welt vollendet;*";
Hebräer;Heb;65;4;3;*;℘ Ps 95,11
Hebräer;Heb;65;4;4;"denn vom siebten Tag heißt es an einer Stelle: [Und Gott ruhte am siebten Tag aus von all seinen Werken;]*";
Hebräer;Heb;65;4;4;*;℘ Gen 2,2 G
Hebräer;Heb;65;4;5;hier aber heißt es: [Sie sollen nicht in das Land meiner Ruhe kommen.]*;
Hebräer;Heb;65;4;5;*;℘ Ps 95,11
Hebräer;Heb;65;4;6;Da es nun dabei bleibt, dass einige hineinkommen, die aber, die früher die Freudenbotschaft empfangen haben, wegen ihres Ungehorsams [nicht hineingekommen sind,];
Hebräer;Heb;65;4;7;setzt er aufs Neue einen Tag fest, nämlich: [Heute,] indem er durch David, wie schon gesagt, nach so langer Zeit spricht: [Heute, wenn ihr seine Stimme hört,] /[verhärtet euer Herz nicht!]*;
Hebräer;Heb;65;4;7;*;℘ Ps 95,7f
Hebräer;Heb;65;4;8;Denn hätte schon Josua sie in das Land der Ruhe geführt, so wäre nicht von einem anderen, späteren Tag die Rede.;
Hebräer;Heb;65;4;9;Also ist dem Volk Gottes eine Sabbatruhe vorbehalten.;
Hebräer;Heb;65;4;10;Denn wer [in das Land seiner Ruhe gekommen ist,] der ruht auch selbst von seinen Werken aus, wie Gott von den seinigen.*;
Hebräer;Heb;65;4;10;*;"℘ Ps 95,11; Gen 2,2 G"
Hebräer;Heb;65;4;11;Bemühen wir uns also, [in] jenes [Land der Ruhe zu kommen,] damit niemand aufgrund des gleichen Ungehorsams zu Fall kommt.*;
Hebräer;Heb;65;4;11;*;Wörtlich: damit niemand . . . hinfällt (vgl. 3,17).
Hebräer;Heb;65;4;12;"Denn lebendig ist das Wort Gottes, kraftvoll und schärfer als jedes zweischneidige Schwert; es dringt durch bis zur Scheidung von Seele und Geist, von Gelenk und Mark; es richtet über die Regungen und Gedanken des Herzens;*";
Hebräer;Heb;65;4;12;*;℘ Weish 18,15f
Hebräer;Heb;65;4;13;vor ihm bleibt kein Geschöpf verborgen, sondern alles liegt nackt und bloß vor den Augen dessen, dem wir Rechenschaft schulden.;
Hebräer;Heb;65;4;14;Da wir nun einen erhabenen Hohenpriester haben, der die Himmel durchschritten hat, Jesus, den Sohn Gottes, lasst uns an dem Bekenntnis festhalten.*;
Hebräer;Heb;65;4;14;*;"14-5,10: Jesus wird hier als Hoherpriester und sein Wirken als priesterlicher Dienst der Versöhnung beschrieben. Als alttestamentliches Vorbild wird der vorisraelitische Priesterkönig von Jerusalem, Melchisedek, genannt (vgl. Gen 14,17-20; Ps 110,4; Hebr 7, 1-24)."
Hebräer;Heb;65;4;15;Wir haben ja nicht einen Hohenpriester, der nicht mitfühlen könnte mit unserer Schwäche, sondern einen, der in allem wie wir in Versuchung geführt worden ist, aber nicht gesündigt hat.*;
Hebräer;Heb;65;4;15;*;℘ Mt 4,1-11
Hebräer;Heb;65;4;16;Lasst uns also voll Zuversicht hingehen zum Thron der Gnade, damit wir Erbarmen und Gnade finden und so Hilfe erlangen zur rechten Zeit.**;
Hebräer;Heb;65;4;16;*;℘ Ps 95,11
Hebräer;Heb;65;4;16;*;℘ 10,22
Hebräer;Heb;65;5;1;Denn jeder Hohepriester wird aus den Menschen ausgewählt und für die Menschen eingesetzt zum Dienst vor Gott, um Gaben und Opfer für die Sünden darzubringen.;
Hebräer;Heb;65;5;2;"Er ist fähig, für die Unwissenden und Irrenden Verständnis aufzubringen, da auch er der Schwachheit unterworfen ist;";
Hebräer;Heb;65;5;3;deshalb muss er für sich selbst ebenso wie für das Volk Sündopfer darbringen.;
Hebräer;Heb;65;5;4;Und keiner nimmt sich eigenmächtig diese Würde, sondern er wird von Gott berufen, so wie Aaron.;
Hebräer;Heb;65;5;5;So hat auch Christus sich nicht selbst die Würde eines Hohenpriesters verliehen, sondern der, der zu ihm gesprochen hat: [Mein Sohn bist du.] /[Heute habe ich dich gezeugt,]*;
Hebräer;Heb;65;5;5;*;℘ Ps 2,7
Hebräer;Heb;65;5;6;wie er auch an anderer Stelle sagt: [Du bist Priester auf ewig] /[nach der Ordnung Melchisedeks.]*;
Hebräer;Heb;65;5;6;*;℘ Ps 110,4
Hebräer;Heb;65;5;7;Als er auf Erden lebte, hat er mit lautem Schreien und unter Tränen Gebete und Bitten vor den gebracht, der ihn aus dem Tod retten konnte, und er ist erhört und aus seiner Angst befreit worden.**;
Hebräer;Heb;65;5;7;*;"℘ Mt 26,37f; Mk 14,33f"
Hebräer;Heb;65;5;7;*;Als er auf Erden lebte, wörtlich: In den Tagen seines Fleisches. und er ist . . . befreit worden: andere Übersetzungsmöglichkeit: und er ist seiner Gottesfurcht wegen erhört worden.
Hebräer;Heb;65;5;8;"Obwohl er der Sohn war, hat er durch Leiden den Gehorsam gelernt;*";
Hebräer;Heb;65;5;8;*;℘ Phil 2,8
Hebräer;Heb;65;5;9;zur Vollendung gelangt, ist er für alle, die ihm gehorchen, der Urheber des [ewigen Heils] geworden*;
Hebräer;Heb;65;5;9;*;℘ Jes 45,17 G
Hebräer;Heb;65;5;10;und wurde von Gott angeredet als «Hoherpriester [nach der Ordnung Melchisedeks».]*;
Hebräer;Heb;65;5;10;*;℘ Ps 110,4
Hebräer;Heb;65;5;11;"Darüber hätten wir noch viel zu sagen; es ist aber schwer verständlich zu machen, da ihr schwerhörig geworden seid.*";
Hebräer;Heb;65;5;11;*;11-6,6: Der Abschnitt weist auf die zweistufige Glaubensunterweisung der Kirche zu jener Zeit und auf die Sakramente der Taufe und der Eucharistie hin.
Hebräer;Heb;65;5;12;"Denn obwohl ihr der Zeit nach schon Lehrer sein müsstet, braucht ihr von neuem einen, der euch die Anfangsgründe der Lehre von der Offenbarung Gottes beibringt; Milch habt ihr nötig, nicht feste Speise.*";
Hebräer;Heb;65;5;12;*;℘ (12-14) 1 Kor 3,1-3
Hebräer;Heb;65;5;13;"Denn jeder, der noch mit Milch genährt wird, ist unfähig, richtiges Reden zu verstehen; er ist ja ein unmündiges Kind;**";
Hebräer;Heb;65;5;13;*;℘ Lev 9,7
Hebräer;Heb;65;5;13;*;richtiges Reden, andere Übersetzungsmöglichkeit: die rechte Lehre.
Hebräer;Heb;65;5;14;feste Speise aber ist für Erwachsene, deren Sinne durch Gewöhnung geübt sind, Gut und Böse zu unterscheiden.;
Hebräer;Heb;65;6;1;"Darum wollen wir beiseite lassen, was man zuerst von Christus verkünden muss, und uns dem Vollkommeneren zuwenden; wir wollen nicht noch einmal den Grund legen mit der Belehrung über die Abkehr von toten Werken, über den Glauben an Gott,";
Hebräer;Heb;65;6;2;"über die Taufen, die Handauflegung, die Auferstehung der Toten und das ewige Gericht;*";
Hebräer;Heb;65;6;2;*;Die Taufe scheint mit einer Handauflegung verbunden gewesen zu sein.
Hebräer;Heb;65;6;3;das wollen wir dann tun, wenn Gott es will.;
Hebräer;Heb;65;6;4;Denn es ist unmöglich, Menschen, die einmal erleuchtet worden sind, die von der himmlischen Gabe genossen und Anteil am Heiligen Geist empfangen haben,*;
Hebräer;Heb;65;6;4;*;erleuchtet: wohl Umschreibung der Wirkung der Taufe. - Mit dem Genuss der himmlischen Gabe ist vielleicht die Eucharistie gemeint. 4-6: Zur Aussage, für Christen, die vom Glauben abfallen, sei keine Umkehr möglich, vgl. 10,26-31.
Hebräer;Heb;65;6;5;die das gute Wort Gottes und die Kräfte der zukünftigen Welt kennen gelernt haben,*;
Hebräer;Heb;65;6;5;*;kennen gelernt haben, wörtlich: genossen haben.
Hebräer;Heb;65;6;6;"dann aber abgefallen sind, erneut zur Umkehr zu bringen; denn sie schlagen jetzt den Sohn Gottes noch einmal ans Kreuz und machen ihn zum Gespött.";
Hebräer;Heb;65;6;7;"Wenn ein Boden den häufig herabströmenden Regen trinkt und denen, für die er bebaut wird, nützliche Gewächse hervorbringt, empfängt er Segen von Gott;*";
Hebräer;Heb;65;6;7;*;℘ Gen 1,11f
Hebräer;Heb;65;6;8;"trägt er aber [Dornen und Disteln,] so ist er nutzlos und vom Fluch bedroht; sein Ende ist die Vernichtung durch Feuer.*";
Hebräer;Heb;65;6;8;*;℘ Gen 3,17f
Hebräer;Heb;65;6;9;Bei euch aber, liebe Brüder, sind wir trotz des Gesagten vom Besseren überzeugt und davon, dass ihr am Heil teilhabt.;
Hebräer;Heb;65;6;10;Denn Gott ist nicht so ungerecht, euer Tun zu vergessen und die Liebe, die ihr seinem Namen bewiesen habt, indem ihr den Heiligen gedient habt und noch dient.;
Hebräer;Heb;65;6;11;Wir wünschen aber, dass jeder von euch im Blick auf den Reichtum unserer Hoffnung bis zum Ende den gleichen Eifer zeigt,;
Hebräer;Heb;65;6;12;damit ihr nicht müde werdet, sondern Nachahmer derer seid, die aufgrund ihres Glaubens und ihrer Ausdauer Erben der Verheißungen sind.;
